Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
XRAY,DENTSPLY SIRONA Inc.,58.11,$12.92B,1987,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/xray
DERM,"Dermira, Inc.",18.74,$1.02B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/derm
DMTK,"DermTech, Inc.",13.45,$166.05M,2017,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/dmtk
DXLG,"Destination XL Group, Inc.",1.0293,$51.82M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.71,$43.13M,1995,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/dswl
DXCM,"DexCom, Inc.",252.21,$23.08B,2005,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/dxcm
DMAC,DiaMedica Therapeutics Inc.,4.6,$55M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/dmac
DEAC,Diamond Eagle Acquisition Corp.,17.91,$895.5M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/deac
DEACU,Diamond Eagle Acquisition Corp.,20.2,$707M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/deacu
DEACW,Diamond Eagle Acquisition Corp.,5.83,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/deacw
DHIL,"Diamond Hill Investment Group, Inc.",140.38,$475.07M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",74.54,$11.96B,2012,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/fang
DPHC,DiamondPeak Holdings Corp.,10.12,$354.2M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/dphc
DPHCU,DiamondPeak Holdings Corp.,10.65,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/dphcu
DPHCW,DiamondPeak Holdings Corp.,1,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/dphcw
DRNA,"Dicerna Pharmaceuticals, Inc.",21.49,$1.52B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/drna
DFFN,Diffusion Pharmaceuticals Inc.,0.422,$14.1M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,14.73,$425.55M,1989,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,34.44,$428.02M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,3.01,$6.17M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/drad
DRADP,Digirad Corporation,5.8,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/dradp
DGLY,"Digital Ally, Inc.",0.8896,$10.75M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",7.02,$608.92M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",19.76,$694.66M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/dcom
DCOMP,"Dime Community Bancshares, Inc.",25.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dcomp
DIOD,Diodes Incorporated,51.48,$2.63B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/diod
DRTT,DIRTT Environmental Solutions Ltd.,3.09,$261.67M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/drtt
DISCA,"Discovery, Inc.",30.33,$15.93B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/disca
DISCB,"Discovery, Inc.",36,$18.91B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/discb
DISCK,"Discovery, Inc.",28.9,$15.18B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,40.18,$21.02B,1995,Consumer Services,Television Services,https://old.nasdaq.com/symbol/dish
DHC,Diversified Healthcare Trust ,7.65,$1.82B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dhc
DHCNI,Diversified Healthcare Trust ,25.185,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dhcni
DHCNL,Diversified Healthcare Trust ,26.2102,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dhcnl
SAUC,"Diversified Restaurant Holdings, Inc.",1.04,$34.66M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,4.5986,$56.82M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,38.8,$568.26M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/boom
DOCU,"DocuSign, Inc.",88.03,$15.8B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/docu
DOGZ,Dogness (International) Corporation,1.1,$28.5M,2017,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/dogz
DLTR,"Dollar Tree, Inc.",89.27,$21.13B,1995,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dltr
DLPN,"Dolphin Entertainment, Inc.",0.8397,$15.02M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dlpn
DLPNW,"Dolphin Entertainment, Inc.",0.065,n/a,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dlpnw
DOMO,"Domo, Inc.",24.95,$695.25M,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/domo
DGICA,"Donegal Group, Inc.",14.75,$423.08M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",12.2391,$351.06M,1986,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",15.81,$548.29M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",74.16,$2.43B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dorm
DOYU,DouYu International Holdings Limited,8.45,$2.74B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/doyu
LYL,Dragon Victory International Limited,1.2682,$14.48M,2017,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/lyl
DBX,"Dropbox, Inc.",18.61,$7.73B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dbx
DCAR,"DropCar, Inc.",0.7599,$3.09M,n/a,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/dcar
DSPG,"DSP Group, Inc.",15.56,$357.94M,1994,Technology,Semiconductors,https://old.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,8.2,$266.7M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",76.15,$6.31B,2011,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/dnkn
DUOT,"Duos Technologies Group, Inc.",6.05,$11.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/duot
DRRX,DURECT Corporation,2.1,$403.96M,2000,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",34.66,$610.13M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dxpe
DYAI,"Dyadic International, Inc.",5.61,$152.67M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/dyai
DYNT,Dynatronics Corporation,0.8506,$8.46M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,5.22,$437.78M,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,44.6,$9.93B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/etfc
SSP,E.W. Scripps Company (The),13.26,$1.07B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/ssp
EBMT,"Eagle Bancorp Montana, Inc.",21.1,$143.88M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",44.65,$1.48B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,3.14,$240.6M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/egle
EGRX,"Eagle Pharmaceuticals, Inc.",53.69,$734.01M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/egrx
ESSCU,East Stone Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esscu
EWBC,"East West Bancorp, Inc.",48.43,$7.05B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),28.66,$178.79M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",3.65,$35.31M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/east
EVGBC,Eaton Vance NextShares Trust,100.06,$62.54M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.02,$45.01M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/evstc
EVLMC,Eaton Vance NextShares Trust II,100.04,$70.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/evlmc
EBAY,eBay Inc.,37.19,$29.61B,1998,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,26.35,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",38.54,$1.18B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ebix
ECHO,"Echo Global Logistics, Inc.",21.11,$576.19M,2009,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,39.99,$3.91B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/sats
MOHO,ECMOHO Limited,6.9,$237.22M,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/moho
EDAP,EDAP TMS S.A.,3.75,$108.74M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/edap
EDSA,"Edesa Biotech, Inc.",3.19,$28.26M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/edsa
EDNT,"Edison Nation, Inc.",2.67,$16.17M,2018,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ednt
EDIT,"Editas Medicine, Inc.",26.84,$1.38B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/edit
EDTX,EdtechX Holdings Acquisition Corp.,10.3,$81.43M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/edtx
EDTXU,EdtechX Holdings Acquisition Corp.,10.814,$85.5M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/edtxu
EDTXW,EdtechX Holdings Acquisition Corp.,0.34,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/edtxw
EDUC,Educational Development Corporation,5.7,$48.22M,n/a,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/educ
EGAN,eGain Corporation,9.77,$299.32M,1999,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/egan
EH,EHang Holdings Limited,12.4,$657.68M,2019,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/eh
EHTH,"eHealth, Inc.",121.39,$2.8B,2006,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ehth
EIDX,"Eidos Therapeutics, Inc.",53.86,$2.02B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eidx
EIGR,"Eiger BioPharmaceuticals, Inc.",11.92,$291.98M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",0.366,$31.81M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",14.26,$497.43M,2014,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/loco
ESLT,Elbit Systems Ltd.,157.21,$6.94B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",68.01,$5.29B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/eri
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.1,$77.8M,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.459,n/a,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/solow
ECOR,"electroCore, Inc.",0.9501,$28.04M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ecor
EA,Electronic Arts Inc.,108.84,$31.53B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ea
ELSE,"Electro-Sensors, Inc.",3.686,$12.52M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/else
ESBK,Elmira Savings Bank NY (The),16.1204,$56.14M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/esbk
ELOX,"Eloxx Pharmaceuticals, Inc.",4.24,$169.61M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/elox
ELTK,Eltek Ltd.,4.17,$18.27M,1997,Technology,Electrical Products,https://old.nasdaq.com/symbol/eltk
EMCF,Emclaire Financial Corp,32.5925,$88.28M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,3.43,$99.74M,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.8,$50.55M,1994,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/emms
ENTA,"Enanta Pharmaceuticals, Inc.",52.47,$1.05B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,36.88,$1.15B,n/a,Finance,Finance Companies,https://old.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,57.72,$1.21B,1992,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/wire
ENDP,Endo International plc,6.2,$1.38B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/endp
ELGX,"Endologix, Inc.",0.845,$15.16M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,1.39,$11.7M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,0.3495,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ndraw
EIGI,"Endurance International Group Holdings, Inc.",4.62,$675.72M,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/eigi
WATT,Energous Corporation,1.73,$54.5M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",0.6354,$10.09M,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",10.9,$600.76M,2008,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/erii
ENG,ENGlobal Corporation,0.95,$26.04M,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/eng
ENLV,Enlivex Therapeutics Ltd.,8.3,$85.77M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enlv
ENOB,"Enochian Biosciences, Inc.",3.88,$179.68M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enob
ENPH,"Enphase Energy, Inc.",41.34,$5.06B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,200.56,$4.43B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgr
ESGRO,Enstar Group Limited,27.54,"$121,176 ",n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgro
ESGRP,Enstar Group Limited,28.85,"$461,600 ",n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgrp
ETTX,Entasis Therapeutics Holdings Inc.,5.255,$69.85M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ettx
ENTG,"Entegris, Inc.",58.39,$7.86B,2000,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,3.3,$58.95M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,0.39,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/entxw
EBTC,Enterprise Bancorp Inc,30.8,$364.22M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,45.75,$1.21B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/efsc
EVSI,"Envision Solar International, Inc.",9.75,$50.12M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/evsi
EVSIW,"Envision Solar International, Inc.",3.94,n/a,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/evsiw
EPZM,"Epizyme, Inc.",22.23,$2.17B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,86.56,$1.17B,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/plus
EPSN,Epsilon Energy Ltd.,3.22,$88.18M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epsn
EQ,"Equillium, Inc.",4.98,$86.53M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eq
EQIX,"Equinix, Inc.",635.75,$54.22B,2000,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqix
EQBK,"Equity Bancshares, Inc.",28.34,$437.7M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/eqbk
ERIC,Ericsson,9.08,$30.09B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,162.1,$8.48B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/erie
ERYP,Erytech Pharma S.A.,7.05,$126.46M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/eryp
ESCA,"Escalade, Incorporated",8.85,$126.25M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",73.84,$2.02B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",24.18,$185.03M,2017,Finance,Commercial Banks,https://old.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",17.5,$197.58M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,5.3,$110.37M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epix
ESTA,Establishment Labs Holdings Inc.,25.03,$581.42M,2018,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/esta
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,51.1991,$440.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vbnd
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,33.57,$510.26M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vuse
VIDI,ETF Series Solutions Trust Vident International Equity Fund,24.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vidi
ETON,"Eton Pharmaceuticals, Inc.",6.86,$122.16M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eton
ETSY,"Etsy, Inc.",52.97,$6.28B,2015,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,2.28,$7.05M,1997,Consumer Durables,Diversified Electronic Products,https://old.nasdaq.com/symbol/clwt
EDRY,EuroDry Ltd.,6.3,$14.36M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/edry
EEFT,"Euronet Worldwide, Inc.",148.06,$8B,1997,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,3.25,$18.19M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/esea
EVLO,"Evelo Biosciences, Inc.",4.39,$140.86M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evlo
EVBG,"Everbridge, Inc.",91.02,$3.08B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",1.41,$20.87M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/evk
EVER,"EverQuote, Inc.",40.32,$1.05B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ever
MRAM,"Everspin Technologies, Inc.",3.9,$68.51M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/mram
EVOP,"EVO Payments, Inc.",28.98,$2.38B,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/evop
EVFM,"Evofem Biosciences, Inc.",5.37,$251.37M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evfm
EVGN,Evogene Ltd.,1.51,$38.89M,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",1.45,$35.14M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evok
EOLS,"Evolus, Inc.",9.34,$312.19M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eols
EVOL,"Evolving Systems, Inc.",0.9045,$11M,1998,Technology,EDP Services,https://old.nasdaq.com/symbol/evol
EXAS,Exact Sciences Corporation,94.76,$13.95B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/exas
XGN,Exagen Inc.,18.88,$237.15M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/xgn
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,38.908,$15.56M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/flag
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,43.77,$201.34M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/robo
XELA,"Exela Technologies, Inc.",0.3051,$45.98M,2015,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/xela
EXEL,"Exelixis, Inc.",20.25,$6.15B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/exel
EXC,Exelon Corporation,49.57,$48.3B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/exc
EXFO,EXFO Inc,4.095,$98.34M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/exfo
XCUR,"Exicure, Inc.",2.39,$205.53M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/xcur
EXLS,"ExlService Holdings, Inc.",77.15,$2.63B,2006,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/exls
EXPI,"eXp World Holdings, Inc.",11.55,$743.73M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/expi
EXPE,"Expedia Group, Inc.",110.59,$16.02B,n/a,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",74.18,$12.63B,n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/expd
EXPC,Experience Investment Corp.,10,$343.75M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/expc
EXPCU,Experience Investment Corp.,10.322,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/expcu
EXPCW,Experience Investment Corp.,0.95,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/expcw
EXPO,"Exponent, Inc.",79.43,$4.12B,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/expo
STAY,"Extended Stay America, Inc.",13,$2.38B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/stay
XOG,"Extraction Oil & Gas, Inc.",1.02,$141.43M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",6.5,$767.12M,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",6.44,$29.29M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0298,n/a,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyegw
EYEN,"Eyenovia, Inc.",4.44,$75.93M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyen
EYPT,"EyePoint Pharmaceuticals, Inc.",1.855,$200.56M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",4.87,$270.88M,1991,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",128.22,$7.8B,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",213.14,$607.55B,2012,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fb
FLMN,Falcon Minerals Corporation,4.67,$401.39M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/flmn
FLMNW,Falcon Minerals Corporation,0.24,n/a,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/flmnw
DUO,Fangdd Network Group Ltd.,13.55,$981.43M,2019,Finance,Real Estate,https://old.nasdaq.com/symbol/duo
FANH,Fanhua Inc.,22.62,$1.57B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,13.45,$231.76M,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/farm
FMAO,"Farmers & Merchants Bancorp, Inc.",29.35,$326.87M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fmao
FMNB,Farmers National Banc Corp.,16.14,$446.61M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fmnb
FAMI,"FARMMI, INC.",0.699,$10.06M,2018,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/fami
FARO,"FARO Technologies, Inc.",56.4,$981.59M,1997,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/faro
